0.049228395,0.16790695,0.122242227,0.478277892,0.96616941,0.778952332,0.250120027,0.25260631,2.989506173,0.389434728,1
0.094395862,0.218212734,0.20221765,0.613863169,0.970064586,0.895558985,0.383550526,0.279209534,2.400422954,0.386948445,1
0.052626315,0.146690672,0.114617627,0.41670096,0.87492284,0.725994513,0.226583219,0.226003086,3.308164723,0.352140489,1
0.048814015,0.161856996,0.120087449,0.484079218,0.924731367,0.811025377,0.260148034,0.256584362,2.991743827,0.3853738,1
0.176857567,0.419270119,0.339460448,0.855115455,1.421324874,1.171702103,0.573834019,0.448856882,0.490957933,0.547065043,1
0.053123571,0.157878944,0.119092936,0.469990283,0.906830133,0.808373342,0.263380201,0.245396091,3.048679698,0.371699246,1
0.04997428,0.16558642,0.123733996,0.482090192,0.938240169,0.792295382,0.267275377,0.248131001,2.997130773,0.379986854,1
0.053952332,0.162520005,0.117352538,0.469824531,0.960782465,0.780775606,0.254263832,0.247716621,2.998871171,0.398385345,1
0.051466049,0.171470622,0.128209305,0.484410722,0.900282922,0.787405693,0.263463077,0.252523434,3.017186786,0.388025834,1
0.051466049,0.171470622,0.128209305,0.484410722,0.900282922,0.787405693,0.263463077,0.252523434,3.017186786,0.388025834,1
0.054449588,0.169150091,0.121413466,0.482753201,0.868127,0.803400777,0.267275377,0.25111454,3.043458505,0.383301898,1
0.033564815,0.097379401,0.095141747,0.403689415,0.849977138,0.708922039,0.20263203,0.157133059,3.669338706,0.226666095,2
0.091246571,0.239429012,0.175200046,0.56703818,0.914620485,0.959373571,0.374102652,0.350068587,2.272047897,0.501317444,2
0.07898091,0.204952561,0.170227481,0.562977252,0.986059671,0.926554641,0.341200846,0.302829218,2.436556927,0.434104938,2
0.048979767,0.142546868,0.119010059,0.496262003,0.981915866,0.879232396,0.287994399,0.218958619,2.988180155,0.281364312,2
0.075914495,0.216140832,0.166166552,0.566706676,0.924897119,0.959207819,0.366975309,0.324957133,2.393875743,0.449602766,2
0.075914495,0.216140832,0.166166552,0.566706676,0.924897119,0.959207819,0.366975309,0.324957133,2.393875743,0.449602766,2
0.116275149,0.30448674,0.256667238,0.800417238,1.43284465,1.215377801,0.495433242,0.383301898,0.924151235,0.515489255,2
0.077240512,0.212494284,0.161856996,0.5513746,0.915532122,0.971307727,0.348079561,0.309873685,2.43904321,0.457641747,2
0.07558299,0.212991541,0.159453589,0.558584819,0.941886717,0.953157865,0.349571331,0.324957133,2.423876886,0.444381573,2
0.087931527,0.229069502,0.176277435,0.561816987,0.973462506,0.938488797,0.348079561,0.32586877,2.347630887,0.455818473,2
0.077986397,0.211914152,0.164509031,0.547313672,0.933599108,0.939980567,0.346504915,0.312774348,2.480647005,0.429215249,2
0.020801898,0.085528121,0.064974851,0.345013146,0.914371856,0.735359511,0.182658893,0.154646776,3.74251829,0.198571102,3
0.030001143,0.109147805,0.078732282,0.35719593,0.833484797,0.665992227,0.183404778,0.182658893,3.76008802,0.243738569,3
0.031161408,0.106661523,0.083124714,0.345096022,0.860170896,0.62463706,0.1698131,0.158459076,3.825974508,0.239346136,3
0.032238797,0.136082533,0.087102766,0.500074303,1.006115684,1.011005373,0.321807842,0.252440558,2.83054984,0.267026749,3
0.028260745,0.095804755,0.078815158,0.349819959,0.878569387,0.633339049,0.16558642,0.155061157,3.840643576,0.218544239,3
0.028260745,0.095804755,0.078815158,0.349819959,0.878569387,0.633339049,0.16558642,0.155061157,3.840643576,0.218544239,3
0.075251486,0.282193073,0.196250572,0.835805327,1.563125857,1.403257888,0.5628115,0.384379287,0.666157979,0.475211477,3
0.029503887,0.09845679,0.081632945,0.369212963,0.843512803,0.673036694,0.17594593,0.165254915,3.770696159,0.237191358,3
0.029089506,0.097545153,0.082130201,0.355124028,0.836634088,0.639389003,0.175614426,0.15414952,3.846527778,0.228240741,3
0.029421011,0.101108825,0.080969936,0.351726109,0.837131344,0.645521834,0.170890489,0.157796068,3.832273091,0.237605738,3
0.029172382,0.101606081,0.075831619,0.362168496,0.849728509,0.64030064,0.172796639,0.169647348,3.809482167,0.233710562,3
0.029752515,0.108567673,0.072516575,0.370041724,0.855364083,0.744724508,0.18928898,0.180586991,3.656161408,0.237439986,4
0.066549497,0.211914152,0.129286694,0.485073731,0.912548583,0.844010059,0.288988912,0.268021262,2.816212277,0.421839278,4
0.060002286,0.192355396,0.122573731,0.481675812,0.953903749,0.851303155,0.292303955,0.250783036,2.833284751,0.406258573,4
0.057184499,0.169232968,0.130032579,0.521953589,1.145347508,0.947853795,0.308547668,0.225671582,2.637282808,0.301337449,4
0.06182556,0.202880658,0.123899749,0.483001829,0.904841107,0.869784522,0.299431299,0.261971308,2.807013032,0.429795382,4
0.059422154,0.203709419,0.119755944,0.481012803,0.895227481,0.88677412,0.287580018,0.257330247,2.836185414,0.417446845,4
0.159370713,0.395484682,0.300923068,0.824368427,1.379389575,1.154712506,0.540766461,0.390263489,0.737182785,0.561982739,4
0.059422154,0.203709419,0.119755944,0.481012803,0.895227481,0.88677412,0.287580018,0.257330247,2.836185414,0.417446845,4
0.063565958,0.202051898,0.118512803,0.47280807,0.934179241,0.858927755,0.288657407,0.241500914,2.849196959,0.415043439,4
0.070776177,0.207355967,0.130778464,0.476288866,0.891746685,0.864977709,0.305232625,0.260976795,2.805272634,0.431038523,4
0.063151578,0.207853224,0.127380544,0.482090192,0.8833762,0.868044124,0.297856653,0.258904893,2.829389575,0.426397462,4
0.039863397,0.122905235,0.099617055,0.38578818,0.893735711,0.706270005,0.210919639,0.191858139,3.532758916,0.260728166,5
0.065389232,0.197410837,0.134425011,0.43808299,0.82536294,0.784587906,0.277883516,0.270756173,3.045779035,0.404766804,5
0.05759888,0.175614426,0.124728509,0.470321788,0.875668724,0.793124143,0.268767147,0.253600823,3.047933813,0.377086191,5
0.068124143,0.181581504,0.151165981,0.515406379,1.03180727,0.843512803,0.310370942,0.247385117,2.755629858,0.339460448,5
0.061908436,0.186636946,0.132435985,0.432115912,0.850308642,0.797019319,0.277883516,0.251611797,3.078183585,0.376340306,5
